"Início dos relatórios","Término dos relatórios","Nome do anúncio",Idade,Alcance,Impressões,"Cliques (todos)","Engajamento com a Página","Valor usado (BRL)"
2023-10-24,2023-10-24,"50 SALMÃO",45-54,2,2,0,,0.02
2023-01-27,2023-01-27,"BOX CASAL",25-34,9124,9709,92,29,30.78
2023-10-24,2023-10-24,"50 SALMÃO",35-44,2,2,0,,0.01
2023-01-13,2023-01-13,"BOX CASAL",45-54,564,583,11,5,6.21
2023-10-24,2023-10-24,ACEVICHADO,45-54,2,2,0,1,0.01
2023-01-12,2023-01-12,"BOX CASAL",25-34,9540,10524,110,39,43.87
2023-10-23,2023-10-23,"50 MIX",65+,2,2,0,,0
2022-12-21,2022-12-21,"BOX CASAL",25-34,6328,6695,83,32,31.1
2023-10-23,2023-10-23,"50 SALMÃO",18-24,2,2,0,,0
2022-12-20,2022-12-20,"BOX CASAL",45-54,384,405,11,4,4.5
2023-10-20,2023-10-20,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",35-44,95,96,2,2,0.93
2022-12-18,2022-12-18,"BOX INDIVIDUAL",35-44,834,858,9,9,10.32
2023-10-20,2023-10-20,"50 MIX",65+,2,2,0,,0
2022-12-16,2022-12-16,"BOX CASAL",25-34,846,851,6,3,7.02
2023-10-19,2023-10-19,"50 MIX",55-64,2,3,0,,0.02
2022-12-15,2022-12-15,"BOX CASAL",35-44,444,453,9,5,7.07
2023-10-19,2023-10-19,"50 SALMÃO",45-54,2,2,0,,0.01
2022-12-12,2022-12-12,"BOX CASAL",25-34,6384,6567,65,25,46.21
2023-10-18,2023-10-18,"Publicação do Instagram: Aqui no Inca Sushi você...",35-44,45,45,2,2,0.67
2022-12-10,2022-12-10,"BOX CASAL",25-34,6784,7418,90,37,39.31
2023-10-18,2023-10-18,"50 SALMÃO",45-54,2,2,0,,0
2022-12-08,2022-12-08,AD1,45-54,242,286,12,4,3.11
2023-10-18,2023-10-18,ACEVICHADO,18-24,2,4,0,,0.01
2022-12-08,2022-12-08,"BOX CASAL",35-44,2294,2370,37,17,24.15
2023-10-17,2023-10-17,"Publicação do Instagram: Saindo nossos uramakis...",25-34,159,161,2,32,1.14
2022-11-26,2022-11-26,"COMBOS MIX NOVO",35-44,426,450,10,6,6.93
2023-10-17,2023-10-17,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",35-44,108,109,2,2,0.82
2022-11-18,2022-11-18,"COMBOS MIX NOVO",25-34,2452,2696,29,20,30.77
2023-10-17,2023-10-17,"Publicação do Instagram: Poucos sushis são tão...",25-34,160,161,2,3,0.97
2022-11-17,2022-11-17,"COMBOS MIX NOVO",45-54,614,698,8,8,18.47
2023-10-17,2023-10-17,"Publicación de Instagram: PRA VOCÊ QUE SE AMARRA...",25-34,197,198,2,4,0.96
2022-11-15,2022-11-15,"COMBOS MIX NOVO",18-24,998,1092,14,10,7.73
2023-10-17,2023-10-17,"50 SALMÃO",55-64,2,2,0,,0
2022-11-14,2022-11-14,VIDEOS,35-44,716,768,6,239,12.03
2023-10-12,2023-10-12,"50 MIX",55-64,2,2,0,,0.33
2022-11-14,2022-11-14,"COMBOS MIX NOVO",45-54,668,771,16,15,13.28
2023-10-12,2023-10-12,"50 SALMÃO",35-44,2,2,0,,0.22
2022-11-12,2022-11-12,VIDEOS,25-34,570,621,9,173,8.2
2023-10-11,2023-10-11,"Publicação do Instagram: Véspera de feriado pede...",35-44,94,97,2,2,0.82
2022-11-11,2022-11-11,"COMBOS MIX NOVO",45-54,766,836,12,8,16.08
2023-10-11,2023-10-11,"50 SALMÃO",45-54,2,2,0,,0.03
2022-11-11,2022-11-11,"COMBOS MIX NOVO",35-44,2534,2886,40,33,50.84
2023-10-11,2023-10-11,"50 MIX",25-34,166,172,6,3,1.3
2022-11-08,2022-11-08,"COMBOS MIX NOVO",25-34,3060,3306,37,21,25.85
2023-10-10,2023-10-10,ACEVICHADO,65+,2,4,0,,0
2022-11-04,2022-11-04,"COMBOS MIX NOVO",25-34,3996,4458,48,29,32.86
2023-10-10,2023-10-10,"50 SALMÃO",35-44,272,281,4,3,9.61
2022-11-03,2022-11-03,"COMBOS MIX NOVO",18-24,1046,1135,15,5,5.72
2023-10-10,2023-10-10,ACEVICHADO,25-34,2,3,0,,0.02
2022-11-02,2022-11-02,"COMBOS MIX NOVO",45-54,1272,1409,23,16,15.86
2023-10-09,2023-10-09,"50 MIX",35-44,63,63,3,3,0.65
2022-10-27,2022-10-27,"COMBOS MIX NOVO",25-34,1978,2255,27,26,22.98
2023-10-09,2023-10-09,ACEVICHADO,65+,2,2,0,,0.01
2022-10-26,2022-10-26,"COMBOS MIX NOVO",25-34,3382,3619,67,17,33.15
2023-10-09,2023-10-09,ACEVICHADO,45-54,2,5,0,,0.02
2022-10-24,2022-10-24,"COMBOS MIX NOVO",18-24,884,1043,12,7,6.52
2023-10-08,2023-10-08,"50 MIX",65+,2,2,0,,0.01
2022-10-24,2022-10-24,"COMBOS MIX",35-44,274,287,6,6,4.49
2023-10-08,2023-10-08,"50 SALMÃO",55-64,2,5,0,,0.01
2022-10-22,2022-10-22,"COMBOS MIX NOVO",45-54,542,609,14,7,18.46
2023-10-08,2023-10-08,"50 SALMÃO",55-64,2,2,0,,0.02
2022-10-22,2022-10-22,"COMBOS MIX NOVO",25-34,2382,2668,43,25,26.94
2023-10-08,2023-10-08,"50 SALMÃO",45-54,2,2,0,,0.04
2022-10-18,2022-10-18,"COMBOS MIX",18-24,946,1084,7,9,5.76
2023-10-08,2023-10-08,"50 MIX",65+,2,3,0,,0.01
2022-10-17,2022-10-17,"COMBOS MIX",25-34,3690,4160,60,28,31.33
2023-10-08,2023-10-08,ACEVICHADO,65+,2,2,0,,0.01
2022-10-13,2022-10-13,"COMBOS MIX",25-34,2454,2633,23,13,22.48
2023-10-08,2023-10-08,ACEVICHADO,45-54,2,11,0,,0.08
2022-10-12,2022-10-12,"COMBOS MIX",45-54,1048,1214,22,14,16.74
2023-10-07,2023-10-07,"50 SALMÃO",35-44,225,243,5,3,5.27
2022-10-12,2022-10-12,"COMBOS MIX",25-34,3196,3701,44,31,27.46
2023-10-06,2023-10-06,"50 SALMÃO",35-44,238,264,15,2,4.68
2022-10-11,2022-10-11,"COMBOS MIX",45-54,800,917,13,8,16.7
2023-10-05,2023-10-05,"50 MIX",25-34,54,62,5,3,0.76
2022-10-11,2022-10-11,"COMBOS MIX",25-34,2226,2630,30,16,25.88
2023-10-05,2023-10-05,"50 SALMÃO",65+,114,123,7,2,3.12
2022-10-05,2022-10-05,AD3,35-44,1208,1274,20,318,20.417065
2023-10-04,2023-10-04,"50 SALMÃO",35-44,154,178,9,2,3.17
2022-10-05,2022-10-05,AD3,25-34,1657,1718,17,299,14.452976
2023-09-30,2023-09-30,"50 SALMÃO",55-64,192,204,18,3,3.94
2023-09-30,2023-09-30,"50 SALMÃO",45-54,181,205,10,2,5.16
2023-09-30,2023-09-30,"50 SALMÃO",35-44,238,264,14,2,3.89
2023-09-27,2023-09-27,"50 SALMÃO",55-64,146,158,10,2,3.65
2023-09-27,2023-09-27,"50 SALMÃO",35-44,161,177,9,3,2.92
2023-09-26,2023-09-26,"50 SALMÃO",45-54,61,72,4,2,2.27
2023-09-26,2023-09-26,"50 SALMÃO",35-44,87,97,5,2,1.11
2023-09-25,2023-09-25,"50 MIX",65+,2,3,0,,0.04
2023-09-24,2023-09-24,"50 MIX",35-44,2,2,0,,0
2023-09-24,2023-09-24,"50 MIX",25-34,2,2,0,,0.01
2023-09-23,2023-09-23,"50 MIX",55-64,2,3,0,,0.04
2023-09-21,2023-09-21,"50 MIX + REFRI",35-44,125,137,9,8,3.4
2023-09-15,2023-09-15,"ACEVICHADO ROLL",65+,281,300,5,3,2.363581
2023-09-15,2023-09-15,"ACEVICHADO ROLL",55-64,218,226,3,3,1.492261
2023-09-15,2023-09-15,"ACEVICHADO ROLL",18-24,103,105,3,2,0.500759
2023-09-02,2023-09-02,"ACEVICHADO ROLL",45-54,210,222,4,2,0.81
2023-09-01,2023-09-01,"ACEVICHADO ROLL",55-64,422,463,8,3,1.85
2023-08-26,2023-08-26,ACEVICHADO,55-64,2,2,0,,0.01
2023-08-25,2023-08-25,"ACEVICHADO ROLL",55-64,235,241,5,2,1.04
2023-08-25,2023-08-25,"ACEVICHADO ROLL",35-44,281,292,7,2,1.13
2023-08-24,2023-08-24,"ACEVICHADO ROLL",18-24,201,222,4,2,0.657994
2023-08-23,2023-08-23,"ACEVICHADO ROLL",45-54,125,138,7,3,0.78
2023-08-09,2023-08-09,"ACEVICHADO ROLL",25-34,365,387,2,2,1.83
2023-08-07,2023-08-07,"ACEVICHADO ROLL",18-24,305,350,4,2,1.28
2023-07-20,2023-07-20,"ACEVICHADO ROLL",25-34,345,352,5,2,1.02
2023-07-20,2023-07-20,"50 SALMÃO",18-24,161,174,5,3,0.67
2023-07-18,2023-07-18,"ACEVICHADO ROLL",45-54,123,141,8,2,0.61
2023-07-05,2023-07-05,"20 HOT",25-34,138,140,3,1,1.53
2023-06-30,2023-06-30,"ACEVICHADO ROLL",45-54,21,21,3,3,0.39
2023-03-31,2023-03-31,"BOX CASAL - Copy",45-54,862,907,20,38,17.33
2023-03-31,2023-03-31,"BOX CASAL - Copy",35-44,2624,2859,50,76,47.22
2023-03-11,2023-03-11,"BOX CASAL",25-34,3200,3410,31,450,22.94
2023-03-09,2023-03-09,"BOX CASAL",25-34,2502,2571,12,254,20.11
2023-03-06,2023-03-06,"BOX CASAL",25-34,2788,2875,30,339,30.28
2023-03-03,2023-03-03,"BOX CASAL",35-44,2598,2726,24,432,42.23
2023-03-01,2023-03-01,"BOX CASAL",45-54,287,292,5,74,5.95
2023-03-01,2023-03-01,"BOX CASAL",35-44,939,969,8,173,14.38
2023-02-28,2023-02-28,"BOX CASAL",35-44,983,1016,11,172,15.56
2023-02-27,2023-02-27,"BOX CASAL",35-44,1341,1406,14,254,21.875093
2023-02-25,2023-02-25,"BOX CASAL",35-44,1247,1300,13,222,15.06
2023-02-22,2023-02-22,"BOX CASAL",25-34,2706,2947,39,393,23.68
2023-02-17,2023-02-17,"BOX CASAL",25-34,1732,1828,20,214,19.66
2023-02-16,2023-02-16,BATAYAKI,25-34,1807,1881,15,366,15.89
2023-02-15,2023-02-15,"Publicação do Instagram: Nosso box salmão é tudo...",25-34,617,618,2,6,3.83
2023-02-14,2023-02-14,"Publicação do Instagram: Nosso box salmão é tudo...",45-54,165,165,2,4,2.52
2023-02-14,2023-02-14,"Publicação do Instagram: Nosso box salmão é tudo...",25-34,809,813,2,2,6.57
2023-02-14,2023-02-14,Ad,45-54,13,14,1,2,0.32
2023-02-14,2023-02-14,BATAYAKI,45-54,3,3,0,2,0.01
2023-02-13,2023-02-13,"Publicação do Instagram: Está com fome e não sabe...",45-54,146,150,2,2,2.17
2023-02-13,2023-02-13,"BOX CAMARÃO",35-44,29,30,0,2,0.29
2023-02-13,2023-02-13,"BOX CAMARÃO",18-24,48,50,0,2,0.38
2023-02-12,2023-02-12,"BOX SALMÃO",35-44,8,8,0,2,0.11
2023-02-10,2023-02-10,TEMAKIS,25-34,1098,1151,3,3,5.23
2023-02-10,2023-02-10,TEMAKIS,18-24,808,868,4,2,2.98
2023-02-10,2023-02-10,"BOX CASAL",45-54,368,393,5,4,7.193612
2023-02-09,2023-02-09,"BOX CASAL",35-44,315,321,4,3,3.33
2023-02-09,2023-02-09,"BOX CASAL",25-34,347,352,2,2,2.14
2023-02-08,2023-02-08,"BOX CASAL",55-64,222,227,4,4,1.88
2023-02-08,2023-02-08,"BOX CASAL",25-34,149,152,2,2,0.87
2023-02-07,2023-02-07,"BOX CASAL",45-54,515,536,6,3,3.27
2023-02-07,2023-02-07,"BOX CASAL",35-44,191,201,3,2,1.22
2023-02-07,2023-02-07,"BOX CASAL",25-34,165,168,3,2,0.82
2023-02-07,2023-02-07,"BOX CASAL",65+,82,86,2,2,0.706275
2023-02-07,2023-02-07,"BOX CASAL",55-64,87,88,2,2,0.766813
2023-02-07,2023-02-07,"BOX CASAL",25-34,398,407,6,2,2.196506
2023-02-07,2023-02-07,"BOX CASAL",55-64,215,231,13,9,5.23
2023-02-07,2023-02-07,"BOX CASAL",35-44,317,335,10,9,7.13189
2023-02-08,2023-02-08,"BOX CASAL",65+,48,48,1,1,1.47
2023-10-29,2023-10-29,"50 SALMÃO",45-54,1,1,0,,0
2023-02-08,2023-02-08,"BOX CASAL",45-54,145,147,4,3,2.29
2023-10-29,2023-10-29,"50 SALMÃO",35-44,1,1,0,,0
2023-02-07,2023-02-07,"BOX CASAL",45-54,357,369,4,2,5.363699
2023-10-28,2023-10-28,ACEVICHADO,65+,1,1,0,,0
2023-02-07,2023-02-07,"BOX CASAL",18-24,146,151,1,1,1.060732
2023-10-27,2023-10-27,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",45-54,45,46,1,1,0.79
2023-02-07,2023-02-07,"BOX CASAL",55-64,169,173,5,4,2.37
2023-10-27,2023-10-27,"50 SALMÃO",45-54,1,1,0,,0
2023-02-06,2023-02-06,"BOX CASAL",18-24,187,217,11,2,1.7
2023-10-26,2023-10-26,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",45-54,176,178,1,5,1.78
2023-02-05,2023-02-05,"BOX CASAL",35-44,167,170,1,1,1.174301
2023-10-26,2023-10-26,"50 SALMÃO",45-54,1,1,0,,0.01
2023-02-04,2023-02-04,"BOX CASAL",45-54,91,96,5,3,1.527636
2023-10-25,2023-10-25,"50 SALMÃO",18-24,1,1,0,,0.01
2023-02-04,2023-02-04,"BOX CASAL",25-34,673,727,13,9,9.009933
2023-10-25,2023-10-25,ACEVICHADO,45-54,1,1,0,,0
2023-02-04,2023-02-04,"BOX CASAL",25-34,7876,8242,83,29,32.351828
2023-10-23,2023-10-23,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",45-54,25,27,1,2,0.38
2023-02-02,2023-02-02,"BOX CASAL",35-44,1179,1208,12,6,8.92
2023-10-23,2023-10-23,ACEVICHADO,35-44,1,1,0,,0
2023-02-01,2023-02-01,"BOX CASAL",45-54,356,432,7,2,4.62
2023-10-22,2023-10-22,ACEVICHADO,55-64,1,1,0,,0
2023-01-31,2023-01-31,"BOX CASAL",35-44,0,0,0,,0
2023-10-21,2023-10-21,"50 SALMÃO",45-54,1,1,0,,0
2023-01-30,2023-01-30,"BOX CASAL",25-34,2800,3055,36,17,28.27
2023-10-21,2023-10-21,ACEVICHADO,45-54,1,1,0,,0
2023-01-30,2023-01-30,"BOX CASAL",35-44,114,114,4,1,2.69
2023-10-19,2023-10-19,"50 MIX",65+,1,1,0,,0
2023-01-28,2023-01-28,"BOX CASAL",35-44,0,0,0,,0
2023-10-18,2023-10-18,"Publicação do Instagram: O FAVORITO DO ZÉ COLMÉIA...",35-44,35,35,1,1,0.46
2023-01-27,2023-01-27,"BOX CASAL",45-54,384,448,10,5,4.01
2023-10-18,2023-10-18,"Publicação do Instagram: O FAVORITO DO ZÉ COLMÉIA...",25-34,114,116,1,1,1.04
2023-01-26,2023-01-26,"BOX CASAL",25-34,8968,9507,107,42,38.19
2023-10-18,2023-10-18,ACEVICHADO,35-44,1,2,0,,0.01
2023-01-24,2023-01-24,"BOX CASAL",45-54,558,558,8,6,5.65
2023-10-17,2023-10-17,"Publicação do Instagram: Saindo nossos uramakis...",45-54,7,7,1,1,0.03
2023-01-23,2023-01-23,"BOX CASAL",35-44,1859,1919,23,17,15.61
2023-10-17,2023-10-17,"Publicação do Instagram: Saindo nossos uramakis...",35-44,65,65,1,13,0.62
2023-01-18,2023-01-18,"BOX CASAL",25-34,7328,7696,88,33,37.8
2023-10-17,2023-10-17,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",25-34,154,157,1,2,0.98
2023-01-14,2023-01-14,"BOX CASAL",45-54,408,489,5,4,6.2
2023-10-17,2023-10-17,"Publicación de Instagram: O REIZINHO DA CASA 👑...",25-34,125,127,1,1,0.87
2023-01-12,2023-01-12,"BOX CASAL",45-54,564,650,12,7,6.24
2023-10-17,2023-10-17,"Publicación de Instagram: PRA VOCÊ QUE SE AMARRA...",35-44,90,91,1,1,0.75
2023-01-11,2023-01-11,"BOX CASAL",45-54,468,468,6,2,4.76
2023-10-17,2023-10-17,ACEVICHADO,65+,1,1,0,,0.01
2023-01-09,2023-01-09,"BOX CASAL",45-54,636,655,10,8,5.98
2023-10-17,2023-10-17,ACEVICHADO,55-64,1,1,0,,0
2023-01-06,2023-01-06,"BOX CASAL",25-34,7716,8274,105,50,47.24
2023-10-16,2023-10-16,"Publicación de Instagram: PRA VOCÊ QUE SE AMARRA...",45-54,44,49,1,3,0.87
2022-12-23,2022-12-23,"BOX CASAL",45-54,308,341,6,2,4.62
2023-10-16,2023-10-16,"50 SALMÃO",65+,1,1,0,,0
2022-12-22,2022-12-22,"BOX CASAL",25-34,5228,5664,83,25,37.54
2023-10-15,2023-10-15,"50 SALMÃO",65+,1,1,0,,0
2022-12-21,2022-12-21,"BOX CASAL",45-54,413,413,6,4,4.92
2023-10-14,2023-10-14,"Publicación de Instagram: PRA VOCÊ QUE SE AMARRA...",35-44,284,289,1,1,2.19
2022-12-19,2022-12-19,"BOX CASAL",45-54,108,115,6,4,1.96
2023-10-13,2023-10-13,"Publicación de Instagram: O REIZINHO DA CASA 👑...",25-34,58,58,1,1,0.28
2022-12-19,2022-12-19,"BOX CASAL",35-44,1306,1357,25,9,12.54
2023-10-13,2023-10-13,"Publicación de Instagram: PRA VOCÊ QUE SE AMARRA...",45-54,82,88,1,2,1.03
2022-12-19,2022-12-19,"BOX CASAL",25-34,1602,1643,31,9,9.7
2023-10-13,2023-10-13,"50 MIX",25-34,1,1,0,,0.03
2022-12-19,2022-12-19,"BOX INDIVIDUAL",45-54,65,65,1,1,1.45
2023-10-12,2023-10-12,"50 MIX",45-54,1,1,0,,0.09
2022-12-18,2022-12-18,"BOX CASAL",35-44,552,572,12,7,9.64
2023-10-12,2023-10-12,"50 MIX",25-34,1,1,0,,0
2022-12-16,2022-12-16,"BOX CASAL",35-44,532,539,8,4,7.4
2023-10-12,2023-10-12,"50 MIX",18-24,1,1,0,,0.02
2022-12-15,2022-12-15,"BOX INDIVIDUAL",55-64,119,122,2,1,2.93
2023-10-12,2023-10-12,ACEVICHADO,18-24,1,1,0,,0.02
2022-12-15,2022-12-15,"BOX INDIVIDUAL",45-54,423,439,7,6,8.32
2023-10-11,2023-10-11,"Publicação do Instagram: Véspera de feriado pede...",25-34,139,142,1,1,1.02
2022-12-15,2022-12-15,"BOX CASAL",45-54,230,237,3,4,5.44
2023-10-11,2023-10-11,"50 SALMÃO",55-64,1,1,0,,0
2022-12-15,2022-12-15,"BOX CASAL",25-34,739,764,6,2,6.86
2023-10-11,2023-10-11,"50 MIX",35-44,23,23,1,1,0.51
2022-12-15,2022-12-15,"BOX CASAL",18-24,261,274,3,1,1.75
2023-10-11,2023-10-11,"50 SALMÃO",65+,24,24,1,2,0.74
2022-12-13,2022-12-13,"BOX CASAL",45-54,216,233,2,3,2.65
2023-10-11,2023-10-11,"50 SALMÃO",45-54,70,72,2,2,3.05
2022-12-12,2022-12-12,"BOX CASAL",35-44,4028,4289,38,11,50.06
2023-10-11,2023-10-11,"50 SALMÃO",65+,1,1,0,,0.01
2022-12-10,2022-12-10,"BOX CASAL",45-54,456,491,3,4,5.01
2023-10-11,2023-10-11,ACEVICHADO,65+,1,1,0,,0.01
2022-12-09,2022-12-09,"BOX CASAL",45-54,352,453,7,3,4.31
2023-10-10,2023-10-10,"50 MIX",18-24,102,103,2,1,0.53
2022-12-07,2022-12-07,"BOX CASAL",45-54,272,320,8,3,4.13
2023-10-10,2023-10-10,"50 SALMÃO",65+,41,43,1,1,2.25
2022-12-02,2022-12-02,"BOX CASAL",45-54,248,340,8,3,3.77
2023-10-10,2023-10-10,"50 SALMÃO",55-64,83,83,1,1,3.07
2022-12-02,2022-12-02,"BOX CASAL",25-34,6380,7005,94,36,36.26
2023-10-10,2023-10-10,"50 SALMÃO",45-54,97,99,4,1,2.65
2022-12-01,2022-12-01,"BOX CASAL",35-44,893,912,18,7,10.48
2023-10-10,2023-10-10,"50 SALMÃO",25-34,114,121,3,1,1.89
2022-11-29,2022-11-29,"BOX CASAL",45-54,268,326,7,2,3.27
2023-10-10,2023-10-10,"50 SALMÃO",25-34,234,246,1,2,4.16
2022-11-28,2022-11-28,AD1,45-54,190,199,4,1,2.93
2023-10-10,2023-10-10,ACEVICHADO,18-24,1,1,0,,0.01
2022-11-28,2022-11-28,"BOX CASAL",45-54,260,272,4,2,3.87
2023-10-09,2023-10-09,"50 MIX",25-34,85,87,2,1,0.68
2022-11-26,2022-11-26,"COMBOS MIX NOVO",25-34,403,413,4,4,4.4
2023-10-09,2023-10-09,"50 SALMÃO",35-44,104,107,1,3,3.08
2022-11-24,2022-11-24,"COMBOS MIX NOVO",25-34,742,808,16,8,10.28
2023-10-09,2023-10-09,"50 SALMÃO",25-34,133,139,3,1,1.99
2022-11-23,2022-11-23,"COMBOS MIX NOVO",45-54,212,241,5,4,4.56
2023-10-09,2023-10-09,"50 SALMÃO",25-34,220,237,3,2,5.87
2022-11-22,2022-11-22,"COMBOS MIX NOVO",25-34,1016,1096,19,14,13.53
2023-10-09,2023-10-09,ACEVICHADO,55-64,1,1,0,,0.01
2022-11-21,2022-11-21,"COMBOS MIX NOVO",45-54,159,170,6,5,3.6
2023-10-08,2023-10-08,"50 MIX",55-64,1,1,0,,0
2022-11-21,2022-11-21,"COMBOS MIX NOVO",35-44,433,471,12,8,7.42
2023-10-08,2023-10-08,ACEVICHADO,65+,1,2,0,,0
2022-11-19,2022-11-19,"COMBOS MIX NOVO",25-34,657,693,4,5,8.03
2023-10-07,2023-10-07,"50 SALMÃO",65+,1,3,0,,0
2022-11-12,2022-11-12,"COMBOS MIX NOVO",25-34,732,780,8,7,8.09
2023-10-07,2023-10-07,"50 MIX",35-44,56,59,2,1,1.28
2022-11-11,2022-11-11,"COMBOS MIX NOVO",18-24,840,896,3,9,6.99
2023-10-06,2023-10-06,"50 MIX",65+,25,29,2,1,0.76
2022-11-09,2022-11-09,"COMBOS MIX NOVO",45-54,477,511,6,10,8.48
2023-10-06,2023-10-06,"50 MIX",25-34,65,67,3,1,0.62
2022-11-09,2022-11-09,"COMBOS MIX NOVO",25-34,1903,2014,18,18,16.11
2023-10-06,2023-10-06,"50 SALMÃO",65+,123,142,13,1,3.72
2022-11-08,2022-11-08,"COMBOS MIX NOVO",45-54,842,922,11,8,13.96
2023-10-06,2023-10-06,"50 SALMÃO",18-24,32,35,2,1,0.42
2022-11-07,2022-11-07,"COMBOS MIX NOVO",45-54,230,243,7,5,3.35
2023-10-05,2023-10-05,"50 MIX",55-64,69,72,4,1,1.48
2022-11-07,2022-11-07,"COMBOS MIX NOVO",35-44,710,768,17,11,8.8
2023-10-05,2023-10-05,"50 MIX",45-54,69,79,7,1,2.19
2022-11-06,2022-11-06,"COMBOS MIX NOVO",35-44,0,0,0,,0
2023-10-05,2023-10-05,"50 SALMÃO",25-34,108,122,5,1,1.85
2022-11-05,2022-11-05,"COMBOS MIX NOVO",45-54,405,463,12,9,8.3
2023-10-04,2023-10-04,"50 MIX",65+,14,15,2,1,0.87
2022-11-04,2022-11-04,"COMBOS MIX NOVO",18-24,1098,1217,8,7,6.3
2023-10-04,2023-10-04,"50 SALMÃO",45-54,165,200,12,1,5.03
2022-11-03,2022-11-03,"COMBOS MIX NOVO",45-54,1002,1094,16,8,15.87
2023-10-04,2023-10-04,"50 MIX",55-64,1,2,0,,0.01
2022-11-01,2022-11-01,"COMBOS MIX NOVO",45-54,1062,1201,24,14,19.951771
2023-09-30,2023-09-30,"50 SALMÃO",25-34,162,174,6,1,3.24
2022-11-01,2022-11-01,"COMBOS MIX NOVO",25-34,3467,3826,42,21,31.922833
2023-09-28,2023-09-28,"50 SALMÃO",65+,74,81,7,2,4.34
2022-11-01,2022-11-01,"COMBOS MIX NOVO",18-24,1078,1233,10,8,7.650679
2023-09-28,2023-09-28,"50 SALMÃO",55-64,105,111,10,1,5.09
2022-10-29,2022-10-29,"COMBOS MIX NOVO",45-54,822,939,23,13,16.84
2023-09-28,2023-09-28,"50 SALMÃO",45-54,122,136,3,1,4.09
2022-10-29,2022-10-29,"COMBOS MIX NOVO",18-24,698,734,9,5,4.54
2023-09-28,2023-09-28,"50 SALMÃO",35-44,125,131,10,1,2.51
2022-10-27,2022-10-27,"COMBOS MIX",35-44,85,89,1,1,2.34
2023-09-27,2023-09-27,"50 SALMÃO",25-34,139,146,9,1,1.49
2022-10-26,2022-10-26,"COMBOS MIX NOVO",18-24,946,1066,13,7,6.25
2023-09-26,2023-09-26,"50 SALMÃO",65+,33,37,3,1,1.13
2022-10-25,2022-10-25,"COMBOS MIX NOVO",35-44,3027,3475,65,34,46.354462
2023-09-25,2023-09-25,ACEVICHADO,65+,1,1,0,,0.009987
2022-10-25,2022-10-25,"COMBOS MIX NOVO",18-24,936,1036,14,9,7.020676
2023-09-24,2023-09-24,"50 MIX",18-24,1,1,0,,0
2022-10-24,2022-10-24,"COMBOS MIX",25-34,246,262,6,2,2.41
2023-09-24,2023-09-24,ACEVICHADO,18-24,1,1,0,,0
2022-10-22,2022-10-22,"COMBOS MIX NOVO",35-44,2012,2226,38,20,33.88
2023-09-21,2023-09-21,"50 MIX + REFRI",65+,51,57,2,2,1.42
2022-10-22,2022-10-22,"COMBOS MIX",35-44,797,840,9,6,12.16
2023-09-21,2023-09-21,"50 MIX + REFRI",55-64,79,87,3,5,2.01
2022-10-22,2022-10-22,"COMBOS MIX",25-34,612,651,8,5,6.44
2023-09-19,2023-09-19,"ACEVICHADO ROLL",65+,21,22,3,1,0.78
2022-10-21,2022-10-21,"COMBOS MIX",45-54,245,255,1,3,4.02
2023-09-18,2023-09-18,"ACEVICHADO ROLL",55-64,107,119,5,1,3.619679
2022-10-21,2022-10-21,"COMBOS MIX",35-44,701,722,8,2,10.8
2023-09-18,2023-09-18,"ACEVICHADO ROLL",35-44,84,86,2,2,1.690509
2022-10-21,2022-10-21,"COMBOS MIX",25-34,595,621,7,5,7.16
2023-09-15,2023-09-15,"ACEVICHADO ROLL",45-54,122,128,2,1,0.861305
2022-10-20,2022-10-20,"COMBOS ECONÔMICOS",45-54,106,110,7,3,3.11
2023-09-15,2023-09-15,"ACEVICHADO ROLL",35-44,94,95,1,1,0.650986
2022-10-20,2022-10-20,"COMBOS ECONÔMICOS",18-24,69,77,2,1,0.69
2023-09-15,2023-09-15,"ACEVICHADO ROLL",25-34,122,123,1,2,0.731108
2022-10-20,2022-10-20,"COMBOS MIX",35-44,2412,2652,23,16,41.01
2023-09-03,2023-09-03,ACEVICHADO,45-54,1,1,0,,0
2022-10-20,2022-10-20,"COMBOS MIX",25-34,2068,2303,13,11,22.48
2023-09-02,2023-09-02,"ACEVICHADO ROLL",35-44,157,165,4,1,0.47
2022-10-20,2022-10-20,"COMBOS MIX",18-24,536,608,3,3,4.91
2023-09-02,2023-09-02,"ACEVICHADO ROLL",25-34,126,128,1,1,0.29
2022-10-19,2022-10-19,"COMBOS MIX",35-44,1290,1369,12,5,21.43
2023-09-02,2023-09-02,"ACEVICHADO ROLL",18-24,68,69,2,1,0.18
2022-10-15,2022-10-15,"COMBOS MIX",18-24,27,28,0,,0.22
2023-09-01,2023-09-01,"ACEVICHADO ROLL",45-54,160,173,5,1,0.72
2022-10-14,2022-10-14,"COMBOS MIX",45-54,866,977,20,16,16.75
2023-09-01,2023-09-01,"ACEVICHADO ROLL",45-54,209,223,3,1,0.71
2022-10-14,2022-10-14,ACHIFADO,35-44,85,90,4,26,1.87
